Printing the following information for each pair of Lorentz vectors being added to the stack: momNumber (1 or 2) || threeMom vector Cartesian (x,y,z) || threeMomSpherical (r,theta,phi) || magnitude (of 4 vector) || Energy (MeV/c)
MomNumber: 2 || Cartesian vector: (13.6569, -34.8952, -36.7482) || Spherical Vector: (52.4844, 2.34644, -1.19775) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (5.87313, -15.0696, -49.9302) || Spherical Vector: (52.4844, 2.82833, -1.19917) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-5.87313, 15.0696, 49.9302) || Spherical Vector: (52.4844, 0.31326, 1.94242) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-46.3949, -23.27, 7.78678) || Spherical Vector: (52.4844, 1.42188, -2.6767) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (46.3949, 23.27, -7.78678) || Spherical Vector: (52.4844, 1.71971, 0.464897) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-40.3845, -31.6476, 11.0515) || Spherical Vector: (52.4844, 1.35864, -2.4769) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (40.3845, 31.6476, -11.0515) || Spherical Vector: (52.4844, 1.78295, 0.664695) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-22.0075, -21.4935, -42.5243) || Spherical Vector: (52.4844, 2.51534, -2.36801) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (22.0075, 21.4935, 42.5243) || Spherical Vector: (52.4844, 0.626257, 0.773583) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-9.19576, -9.37459, 50.8151) || Spherical Vector: (52.4844, 0.252891, -2.34656) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (9.19576, 9.37459, -50.8151) || Spherical Vector: (52.4844, 2.8887, 0.795028) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-37.4763, 12.2245, -34.6512) || Spherical Vector: (52.4844, 2.29191, 2.82628) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (37.4763, -12.2245, 34.6512) || Spherical Vector: (52.4844, 0.849686, -0.315311) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-7.83818, 20.6297, -47.6193) || Spherical Vector: (52.4844, 2.70762, 1.9339) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (7.83818, -20.6297, 47.6193) || Spherical Vector: (52.4844, 0.433972, -1.2077) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-14.0606, 50.5353, 1.76042) || Spherical Vector: (52.4844, 1.53725, 1.84217) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (14.0606, -50.5353, -1.76042) || Spherical Vector: (52.4844, 1.60434, -1.29943) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-28.3198, -44.1753, -1.07322) || Spherical Vector: (52.4844, 1.59125, -2.14087) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (28.3198, 44.1753, 1.07322) || Spherical Vector: (52.4844, 1.55035, 1.00072) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (38.2132, 21.903, 28.5417) || Spherical Vector: (52.4844, 0.995823, 0.520464) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-38.2132, -21.903, -28.5417) || Spherical Vector: (52.4844, 2.14577, -2.62113) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-43.3024, -8.29849, -28.472) || Spherical Vector: (52.4844, 2.14419, -2.95225) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (43.3024, 8.29849, 28.472) || Spherical Vector: (52.4844, 0.997406, 0.189345) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (5.58228, -30.0072, -42.6968) || Spherical Vector: (52.4844, 2.52097, -1.38687) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-5.58228, 30.0072, 42.6968) || Spherical Vector: (52.4844, 0.620626, 1.75472) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (40.6835, -32.7142, 5.40848) || Spherical Vector: (52.4844, 1.46756, -0.677244) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-40.6835, 32.7142, -5.40848) || Spherical Vector: (52.4844, 1.67403, 2.46435) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.7092, 46.2592, 22.3612) || Spherical Vector: (52.4844, 1.13067, 1.79829) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.7092, -46.2592, -22.3612) || Spherical Vector: (52.4844, 2.01092, -1.3433) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (4.24801, -44.3364, -27.7643) || Spherical Vector: (52.4844, 2.12822, -1.47527) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-4.24801, 44.3364, 27.7643) || Spherical Vector: (52.4844, 1.01337, 1.66632) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (11.4649, -51.1753, -2.06361) || Spherical Vector: (52.4844, 1.61012, -1.3504) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-11.4649, 51.1753, 2.06361) || Spherical Vector: (52.4844, 1.53147, 1.79119) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (18.6882, 6.47192, -48.6157) || Spherical Vector: (52.4844, 2.75523, 0.333385) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-18.6882, -6.47192, 48.6157) || Spherical Vector: (52.4844, 0.386359, -2.80821) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-6.36582, 14.1537, 50.1375) || Spherical Vector: (52.4844, 0.300183, 1.99345) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (6.36582, -14.1537, -50.1375) || Spherical Vector: (52.4844, 2.84141, -1.14814) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-47.4208, 5.97827, 21.6827) || Spherical Vector: (52.4844, 1.14491, 3.01619) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (47.4208, -5.97827, -21.6827) || Spherical Vector: (52.4844, 1.99668, -0.125407) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (47.9993, -7.87464, 19.7149) || Spherical Vector: (52.4844, 1.18572, -0.162609) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-47.9993, 7.87464, -19.7149) || Spherical Vector: (52.4844, 1.95588, 2.97898) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (28.8072, -13.3312, -41.7976) || Spherical Vector: (52.4844, 2.49208, -0.433425) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-28.8072, 13.3312, 41.7976) || Spherical Vector: (52.4844, 0.649508, 2.70817) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-18.602, 43.6357, 22.4612) || Spherical Vector: (52.4844, 1.12856, 1.97377) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (18.602, -43.6357, -22.4612) || Spherical Vector: (52.4844, 2.01303, -1.16782) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-49.113, 16.2359, -8.88375) || Spherical Vector: (52.4844, 1.74088, 2.82232) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (49.113, -16.2359, 8.88375) || Spherical Vector: (52.4844, 1.40071, -0.319272) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-24.6507, -32.8849, -32.6427) || Spherical Vector: (52.4844, 2.24203, -2.21405) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (24.6507, 32.8849, 32.6427) || Spherical Vector: (52.4844, 0.899566, 0.927547) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (27.475, -4.32, -44.5093) || Spherical Vector: (52.4844, 2.58309, -0.155957) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-27.475, 4.32, 44.5093) || Spherical Vector: (52.4844, 0.558507, 2.98564) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-11.3466, -30.1234, -41.4542) || Spherical Vector: (52.4844, 2.48134, -1.93103) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (11.3466, 30.1234, 41.4542) || Spherical Vector: (52.4844, 0.660251, 1.21056) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (14.1371, 39.1348, 31.9879) || Spherical Vector: (52.4844, 0.915401, 1.22414) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-14.1371, -39.1348, -31.9879) || Spherical Vector: (52.4844, 2.22619, -1.91745) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (47.2225, -0.566172, 22.8982) || Spherical Vector: (52.4844, 1.11933, -0.0119889) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-47.2225, 0.566172, -22.8982) || Spherical Vector: (52.4844, 2.02226, 3.1296) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (33.9257, 33.435, -22.04) || Spherical Vector: (52.4844, 2.00417, 0.778113) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-33.9257, -33.435, 22.04) || Spherical Vector: (52.4844, 1.13742, -2.36348) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-30.7448, -42.527, -0.909287) || Spherical Vector: (52.4844, 1.58812, -2.19676) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (30.7448, 42.527, 0.909287) || Spherical Vector: (52.4844, 1.55347, 0.944835) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-47.4366, -2.81122, -22.2819) || Spherical Vector: (52.4844, 2.00925, -3.0824) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (47.4366, 2.81122, 22.2819) || Spherical Vector: (52.4844, 1.13234, 0.0591934) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (51.6341, 6.81879, -6.48359) || Spherical Vector: (52.4844, 1.69465, 0.1313) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-51.6341, -6.81879, 6.48359) || Spherical Vector: (52.4844, 1.44695, -3.01029) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (7.59146, -2.50272, -51.8722) || Spherical Vector: (52.4844, 2.9887, -0.318455) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-7.59146, 2.50272, 51.8722) || Spherical Vector: (52.4844, 0.152895, 2.82314) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (2.04016, 27.3057, 44.7756) || Spherical Vector: (52.4844, 0.548858, 1.49622) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-2.04016, -27.3057, -44.7756) || Spherical Vector: (52.4844, 2.59273, -1.64537) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-44.0088, -8.87094, 27.1872) || Spherical Vector: (52.4844, 1.02628, -2.94269) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (44.0088, 8.87094, -27.1872) || Spherical Vector: (52.4844, 2.11531, 0.198906) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (43.9267, -6.08681, 28.0715) || Spherical Vector: (52.4844, 1.00646, -0.137691) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-43.9267, 6.08681, -28.0715) || Spherical Vector: (52.4844, 2.13513, 3.0039) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-32.2343, -35.9035, -20.652) || Spherical Vector: (52.4844, 1.97522, -2.3024) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (32.2343, 35.9035, 20.652) || Spherical Vector: (52.4844, 1.16637, 0.839196) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (37.7787, -25.7475, 25.7769) || Spherical Vector: (52.4844, 1.05741, -0.598226) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-37.7787, 25.7475, -25.7769) || Spherical Vector: (52.4844, 2.08419, 2.54337) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (11.9141, 35.4973, 36.7779) || Spherical Vector: (52.4844, 0.794363, 1.24698) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-11.9141, -35.4973, -36.7779) || Spherical Vector: (52.4844, 2.34723, -1.89462) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-4.53647, -31.2346, 41.9337) || Spherical Vector: (52.4844, 0.645209, -1.71503) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (4.53647, 31.2346, -41.9337) || Spherical Vector: (52.4844, 2.49638, 1.42657) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-11.8927, -7.37633, 50.5843) || Spherical Vector: (52.4844, 0.269907, -2.58642) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (11.8927, 7.37633, -50.5843) || Spherical Vector: (52.4844, 2.87169, 0.555168) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-20.1268, -47.5634, -9.34064) || Spherical Vector: (52.4844, 1.74972, -1.97111) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (20.1268, 47.5634, 9.34064) || Spherical Vector: (52.4844, 1.39187, 1.17049) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-43.123, 27.7445, -11.1923) || Spherical Vector: (52.4844, 1.7857, 2.56988) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (43.123, -27.7445, 11.1923) || Spherical Vector: (52.4844, 1.3559, -0.571708) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-14.1745, 3.17815, 50.4341) || Spherical Vector: (52.4844, 0.280437, 2.92102) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (14.1745, -3.17815, -50.4341) || Spherical Vector: (52.4844, 2.86116, -0.220568) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-35.7893, 36.3941, -12.2152) || Spherical Vector: (52.4844, 1.80569, 2.34782) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (35.7893, -36.3941, 12.2152) || Spherical Vector: (52.4844, 1.3359, -0.793776) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (31.3898, -18.8656, -37.595) || Spherical Vector: (52.4844, 2.36929, -0.541163) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-31.3898, 18.8656, 37.595) || Spherical Vector: (52.4844, 0.772299, 2.60043) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (9.48133, -28.3074, -43.1672) || Spherical Vector: (52.4844, 2.53655, -1.2476) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-9.48133, 28.3074, 43.1672) || Spherical Vector: (52.4844, 0.605044, 1.89399) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-21.6681, -32.8738, 34.7048) || Spherical Vector: (52.4844, 0.848327, -2.15356) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (21.6681, 32.8738, -34.7048) || Spherical Vector: (52.4844, 2.29327, 0.988031) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-32.4819, 41.1362, -2.71266) || Spherical Vector: (52.4844, 1.6225, 2.23918) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (32.4819, -41.1362, 2.71266) || Spherical Vector: (52.4844, 1.51909, -0.902417) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (49.871, -3.14819, 16.0497) || Spherical Vector: (52.4844, 1.26002, -0.063043) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-49.871, 3.14819, -16.0497) || Spherical Vector: (52.4844, 1.88157, 3.07855) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-32.924, 28.1399, -29.644) || Spherical Vector: (52.4844, 2.17101, 2.43438) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (32.924, -28.1399, 29.644) || Spherical Vector: (52.4844, 0.970586, -0.707212) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-44.4204, 6.85296, -27.1013) || Spherical Vector: (52.4844, 2.1134, 2.98852) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (44.4204, -6.85296, 27.1013) || Spherical Vector: (52.4844, 1.02819, -0.153068) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-37.7503, 32.382, -16.7612) || Spherical Vector: (52.4844, 1.89584, 2.43259) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (37.7503, -32.382, 16.7612) || Spherical Vector: (52.4844, 1.24575, -0.709001) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (40.4216, 5.22958, 33.066) || Spherical Vector: (52.4844, 0.889223, 0.128661) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-40.4216, -5.22958, -33.066) || Spherical Vector: (52.4844, 2.25237, -3.01293) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (20.3621, -48.3389, -1.82961) || Spherical Vector: (52.4844, 1.60566, -1.17212) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-20.3621, 48.3389, 1.82961) || Spherical Vector: (52.4844, 1.53593, 1.96947) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.3296, 28.6252, 42.7611) || Spherical Vector: (52.4844, 0.618518, 1.91711) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.3296, -28.6252, -42.7611) || Spherical Vector: (52.4844, 2.52308, -1.22448) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-21.3314, -41.0946, -24.7149) || Spherical Vector: (52.4844, 2.06111, -2.04959) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (21.3314, 41.0946, 24.7149) || Spherical Vector: (52.4844, 1.08049, 1.092) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (36.8335, -0.0965161, -37.3885) || Spherical Vector: (52.4844, 2.36367, -0.00262032) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-36.8335, 0.0965161, 37.3885) || Spherical Vector: (52.4844, 0.777924, 3.13897) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (15.4786, 44.0804, -23.9155) || Spherical Vector: (52.4844, 2.04392, 1.2331) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-15.4786, -44.0804, 23.9155) || Spherical Vector: (52.4844, 1.09767, -1.90849) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-22.8085, -18.7606, -43.387) || Spherical Vector: (52.4844, 2.54395, -2.45327) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (22.8085, 18.7606, 43.387) || Spherical Vector: (52.4844, 0.597644, 0.688325) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (47.9558, -17.4622, -12.2445) || Spherical Vector: (52.4844, 1.80626, -0.349208) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-47.9558, 17.4622, 12.2445) || Spherical Vector: (52.4844, 1.33533, 2.79238) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-30.7227, -21.3684, 36.7985) || Spherical Vector: (52.4844, 0.793813, -2.53388) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (30.7227, 21.3684, -36.7985) || Spherical Vector: (52.4844, 2.34778, 0.607716) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-42.1857, 4.5336, -30.8939) || Spherical Vector: (52.4844, 2.20016, 3.03454) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (42.1857, -4.5336, 30.8939) || Spherical Vector: (52.4844, 0.941434, -0.107057) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (33.1002, -34.9412, 20.931) || Spherical Vector: (52.4844, 1.16058, -0.812449) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-33.1002, 34.9412, -20.931) || Spherical Vector: (52.4844, 1.98101, 2.32914) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-31.3125, -35.9472, 21.9531) || Spherical Vector: (52.4844, 1.13925, -2.2874) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (31.3125, 35.9472, -21.9531) || Spherical Vector: (52.4844, 2.00235, 0.854197) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (12.3457, 36.3509, 35.7884) || Spherical Vector: (52.4844, 0.820459, 1.24339) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-12.3457, -36.3509, -35.7884) || Spherical Vector: (52.4844, 2.32113, -1.8982) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (7.31849, -11.6532, 50.6484) || Spherical Vector: (52.4844, 0.265288, -1.01003) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-7.31849, 11.6532, -50.6484) || Spherical Vector: (52.4844, 2.8763, 2.13157) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-28.6665, 39.3564, -19.594) || Spherical Vector: (52.4844, 1.95339, 2.20032) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (28.6665, -39.3564, 19.594) || Spherical Vector: (52.4844, 1.1882, -0.941274) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (39.1922, 1.80685, -34.8615) || Spherical Vector: (52.4844, 2.29725, 0.0460696) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-39.1922, -1.80685, 34.8615) || Spherical Vector: (52.4844, 0.844339, -3.09552) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-28.1921, -18.7964, 40.0814) || Spherical Vector: (52.4844, 0.701799, -2.55355) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (28.1921, 18.7964, -40.0814) || Spherical Vector: (52.4844, 2.43979, 0.588043) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-33.612, 31.9319, 24.6008) || Spherical Vector: (52.4844, 1.08295, 2.38182) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (33.612, -31.9319, -24.6008) || Spherical Vector: (52.4844, 2.05864, -0.75977) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (14.4479, -44.455, -23.8669) || Spherical Vector: (52.4844, 2.04288, -1.25656) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-14.4479, 44.455, 23.8669) || Spherical Vector: (52.4844, 1.09871, 1.88503) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-25.064, 44.8084, -10.8914) || Spherical Vector: (52.4844, 1.77983, 2.0808) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (25.064, -44.8084, 10.8914) || Spherical Vector: (52.4844, 1.36176, -1.0608) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
